"participant","date","direction test","start landmark","facing landmark","target landmark","bearing","actual direction","abs error","same or different route"
"Utah_102","2017-06-12 11:04:25 -0700","0","Tobler Museum","Golledge Hall","Batty House","276","136.41472816658103","139.58527183341897","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Tobler Museum","Golledge Hall","Lynch Station","282","151.18783075667287","130.81216924332713","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Tobler Museum","Golledge Hall","Harris Hall","315","134.13812897590958","179.13812897590958","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Tobler Museum","Golledge Hall","Harvey House","323","94.67158429901373","131.67158429901372","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Tobler Museum","Golledge Hall","Golledge Hall","0","14.726923962424317","14.726923962424337","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Tobler Museum","Golledge Hall","Snow Church","0","13.793808612176546","13.79380861217652","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Tobler Museum","Golledge Hall","Sauer Center","348","73.27642085298281","85.27642085298282","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Tobler Museum","Golledge Hall","Tobler Museum","180","122.22875743509849","57.77124256490151","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Batty House","Lynch Station","Batty House","90","96.33667364573546","6.336673645735459","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Batty House","Lynch Station","Lynch Station","0","47.3279838915145","47.32798389151452","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Batty House","Lynch Station","Harris Hall","0","37.52863730402908","37.528637304029075","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Batty House","Lynch Station","Harvey House","0","93.19423765817854","93.19423765817851","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Batty House","Lynch Station","Golledge Hall","0","51.76768153806619","51.7676815380662","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Batty House","Lynch Station","Snow Church","0","48.199475530819626","48.199475530819655","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Batty House","Lynch Station","Sauer Center","0","30.33169509747685","30.331695097476825","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Batty House","Lynch Station","Tobler Museum","0","37.308021981292235","37.308021981292256","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Lynch Station","Harris Hall","Batty House","0","130.6542463331721","130.6542463331721","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Lynch Station","Harris Hall","Lynch Station","178","162.74412789360767","15.255872106392331","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Lynch Station","Harris Hall","Harris Hall","0","7.021704670907995","7.02170467090798","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Lynch Station","Harris Hall","Harvey House","0","48.195938013595914","48.195938013595935","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Lynch Station","Harris Hall","Golledge Hall","0","3.3238637380609717","3.323863738060993","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Lynch Station","Harris Hall","Snow Church","0","8.968174613078455","8.968174613078475","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Lynch Station","Harris Hall","Sauer Center","0","29.209033423777644","29.20903342377767","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Lynch Station","Harris Hall","Tobler Museum","0","17.95076442063424","17.950764420634243","different"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harris Hall","Harvey House","Batty House","0","83.35216568459657","83.35216568459657","same"
"Utah_104","2017-06-26 10:13:02 -0700","0","Harris Hall","Harvey House","Lynch Station","0","114.56279427841685","114.56279427841685","same"
